,word,count
0,aa,786
1,ab,57226
2,aba,1437
3,abb,842
4,abe,1557
5,abi,5081
6,ability,1951
7,abin,731
8,able,12714
9,ably,2416
10,abo,25523
11,abor,2563
12,abort,718
13,abou,21535
14,abr,1072
15,abs,1544
16,absolut,469
17,absolute,457
18,abu,1213
19,abuse,787
20,aby,602
21,ac,117373
22,aca,2339
23,acc,14151
24,acce,2902
25,accept,1352
26,access,1225
27,acco,7735
28,accord,4297
29,according,4062
30,account,2290
31,accuse,1349
32,accused,1161
33,ace,18951
34,aced,2159
35,aces,2093
36,ach,13879
37,ache,3537
38,ached,1462
39,achieve,606
40,achin,1463
41,aching,797
42,aci,4826
43,acing,1305
44,acis,870
45,ack,28545
46,acknowledge,832
47,acl,571
48,aco,711
49,acr,3587
50,acre,505
51,across,2374
52,act,24536
53,acted,1123
54,actic,2025
55,acting,858
56,actio,3727
57,action,3699
58,actions,1370
59,active,875
60,activist,911
61,acto,2217
62,actor,2121
63,actors,784
64,acts,1337
65,actual,1790
66,actually,1346
67,acu,898
68,ad,117973
69,ada,1952
70,add,9359
71,added,3629
72,adding,1145
73,addition,1345
74,additional,681
75,addre,1555
76,address,1555
77,ade,22722
78,aded,1289
79,adl,1781
80,adly,722
81,adm,6337
82,admin,4965
83,administration,4499
84,admit,697
85,ado,3207
86,ads,2093
87,adu,1826
88,adv,6385
89,advance,831
90,advantage,636
91,advert,730
92,advise,1987
93,adviser,1589
94,ady,4148
95,ae,5575
96,af,25126
97,aff,5838
98,affect,1005
99,aft,14911
100,ag,58772
101,aga,10745
102,agains,6329
103,age,28679
104,aged,2191
105,agement,892
106,agen,4659
107,agencies,852
108,agency,1455
109,agenda,801
110,agent,1189
111,agents,736
112,ager,2214
113,ages,3116
114,aggress,691
115,aging,1488
116,ago,4592
117,agon,811
118,agree,3179
119,agreed,973
120,agreement,1396
121,ah,7257
122,aha,1190
123,ahead,791
124,aho,722
125,ai,144100
126,aid,62444
127,aide,1251
128,aig,7471
129,aila,1156
130,ailed,2116
131,aili,758
132,ailing,739
133,ails,2113
134,ailure,626
135,aim,4734
136,aime,1620
137,aimed,1543
138,aims,1236
139,aine,5109
140,aint,3530
141,air,10197
142,aire,864
143,airman,1288
144,airs,1561
145,ais,3989
146,ait,3026
147,aj,4418
148,ak,38479
149,aka,581
150,akers,1562
151,akin,6557
152,ako,426
153,al,283015
154,ala,3824
155,alan,974
156,alar,801
157,ald,6379
158,ale,9899
159,aled,1390
160,alen,989
161,ales,2299
162,alf,2191
163,ali,19936
164,alia,1791
165,alien,825
166,alking,1522
167,alla,918
168,alle,11695
169,allege,723
170,alleged,664
171,allen,2224
172,aller,946
173,allie,1200
174,allies,1048
175,allin,1703
176,allo,4373
177,allot,433
178,allow,3302
179,allowed,1177
180,alls,2405
181,ally,21837
182,alm,3127
183,almo,1890
184,almost,1800
185,alon,3237
186,alone,852
187,along,2293
188,already,2446
189,als,26876
190,alse,734
191,also,12765
192,alt,9467
193,alte,1137
194,alter,990
195,altho,698
196,although,698
197,alway,2253
198,always,2251
199,aly,2858
200,ama,11999
201,amac,1041
202,amaca,1024
203,amb,3007
204,ame,24106
205,amen,2529
206,ament,2077
207,amer,1211
208,ames,3515
209,ami,13365
210,amin,2102
211,amm,2058
212,amma,684
213,amo,5846
214,amon,3423
215,among,3197
216,amount,1047
217,amp,13499
218,ample,1964
219,amps,617
220,ana,8909
221,anad,983
222,anal,1909
223,analyst,927
224,anc,25387
225,ance,17531
226,ancel,853
227,anche,868
228,anda,3252
229,ande,4501
230,ander,2603
231,anders,1407
232,andi,5539
233,ands,5070
234,ang,16016
235,ange,10185
236,anger,2391
237,angi,917
238,anh,965
239,ani,15683
240,anic,1235
241,anies,2547
242,anima,647
243,anis,1606
244,ann,12589
245,anna,555
246,anne,3406
247,anni,1588
248,anning,965
249,anno,5379
250,announce,2526
251,announced,1666
252,annual,917
253,ano,6187
254,anon,704
255,another,4006
256,ans,24515
257,ansa,686
258,answer,1362
259,ant,33840
260,ante,3261
261,anti,2948
262,antic,844
263,ants,6301
264,anu,2948
265,anyone,1102
266,anythin,1489
267,anything,1489
268,ao,1492
269,ap,44852
270,apa,3222
271,apar,1250
272,apart,1211
273,ape,5110
274,aper,2225
275,api,3033
276,app,20423
277,apparent,733
278,appeal,1074
279,appear,4061
280,appeared,1563
281,appears,771
282,appoint,1416
283,appr,4235
284,approach,1516
285,approve,737
286,apse,515
287,apt,2054
288,aq,2195
289,aqi,577
290,ar,303050
291,ara,9359
292,aran,1406
293,arat,1801
294,arc,8672
295,arch,7083
296,arche,1276
297,archer,848
298,archers,677
299,archi,946
300,ard,21557
301,area,2397
302,areas,1003
303,arel,825
304,arent,3115
305,ares,877
306,argue,1379
307,argued,831
308,argument,752
309,ari,15381
310,aria,2017
311,arian,1203
312,arie,1565
313,aries,1024
314,arin,4572
315,aris,1790
316,ark,10431
317,arlie,2155
318,arm,5959
319,arma,438
320,arme,1471
321,armed,842
322,armi,812
323,armin,715
324,arming,700
325,arms,844
326,arn,5978
327,arne,3058
328,arol,1388
329,around,4284
330,arrest,1802
331,arrested,966
332,arrive,1098
333,arrived,809
334,ars,17052
335,arsh,814
336,art,45048
337,arte,4344
338,artic,4381
339,article,1441
340,articular,1880
341,artie,811
342,artis,1568
343,artist,883
344,arts,1704
345,arty,4935
346,ash,9008
347,ashe,1149
348,ashin,3584
349,ashington,3197
350,asis,595
351,ask,6791
352,aske,3873
353,asked,3379
354,asking,790
355,asn,1300
356,aso,4678
357,asp,921
358,ass,19944
359,assault,1006
360,assed,1158
361,asser,725
362,asses,1293
363,assis,1012
364,assist,1000
365,assoc,1226
366,associate,943
367,assum,609
368,ast,30258
369,asti,1957
370,astro,866
371,asu,2584
372,ata,3722
373,atc,4556
374,ate,96146
375,ately,2973
376,ates,18125
377,ath,14032
378,atic,4671
379,atm,1246
380,ato,9174
381,atri,1723
382,ats,5584
383,att,20605
384,atta,6735
385,attack,5531
386,attacks,1894
387,attempt,1323
388,attend,1580
389,attention,1137
390,atti,761
391,atto,1262
392,attorney,1103
393,atu,7279
394,au,36972
395,auc,1075
396,audi,2545
397,audie,1043
398,audience,1041
399,aug,4407
400,aul,3599
401,ault,1528
402,aun,1597
403,aura,1170
404,aus,12390
405,ause,11219
406,auth,3624
407,author,3440
408,authorities,1278
409,auto,1093
410,av,61149
411,ava,2327
412,avail,987
413,available,901
414,ave,45669
415,aver,1657
416,average,837
417,avi,8386
418,avid,1656
419,aving,3573
420,avis,819
421,avoid,1111
422,aw,22417
423,awa,5125
424,awar,1372
425,aware,762
426,away,2744
427,aws,2163
428,ax,4900
429,axe,919
430,axes,761
431,ay,87902
432,aye,5469
433,ayer,2881
434,ayers,1574
435,ayin,5068
436,az,5630
437,ba,59372
438,bab,2161
439,back,9092
440,bad,1633
441,bag,816
442,bal,6072
443,bala,641
444,bali,355
445,ball,2946
446,ballo,468
447,bam,8028
448,bama,7996
449,ban,7827
450,band,2183
451,bank,1948
452,banks,511
453,bar,9618
454,barr,1191
455,bart,5830
456,bas,6124
457,base,2874
458,based,1423
459,basic,724
460,bass,1162
461,bat,5228
462,bate,1835
463,battle,1243
464,bb,3919
465,bea,2953
466,beat,917
467,bec,13908
468,became,1939
469,become,3005
470,becoming,570
471,bed,3580
472,bee,19010
473,beg,4788
474,began,2461
475,begin,1757
476,beginn,763
477,beginning,751
478,beh,3153
479,behavior,752
480,behind,1731
481,bei,5626
482,bel,7353
483,belie,4011
484,believe,3376
485,believed,922
486,belo,964
487,ben,2480
488,bene,1736
489,benefit,1351
490,benefits,683
491,ber,21744
492,bera,1985
493,berat,779
494,berg,1276
495,bert,2178
496,best,2525
497,bet,7658
498,bett,2381
499,bette,2276
500,better,2270
501,bey,968
502,beyond,867
503,bi,29244
504,bia,2015
505,bid,802
506,big,3882
507,bigg,1258
508,biggest,877
509,bil,10248
510,bill,4948
511,billion,2453
512,bin,3795
513,bing,1599
514,bio,1018
515,bir,1075
516,birth,776
517,bis,474
518,bit,3593
519,biti,874
520,bj,1882
521,bla,4669
522,blac,2791
523,black,2791
524,blame,630
525,ble,24619
526,bled,1163
527,bli,19087
528,bling,925
529,blishment,548
530,blo,3963
531,bloc,1757
532,block,1441
533,blog,336
534,blood,916
535,blow,546
536,blu,968
537,bly,3632
538,bo,58494
539,boa,2695
540,boar,1977
541,board,1971
542,bod,3449
543,body,2850
544,bom,1525
545,bomb,1503
546,bon,1467
547,boo,5642
548,book,4653
549,books,729
550,bora,859
551,borat,779
552,bord,1951
553,borde,1894
554,border,1892
555,born,1233
556,bot,5163
557,bout,22020
558,bove,1085
559,box,880
560,boy,1405
561,br,24101
562,bra,5436
563,brain,563
564,bran,1566
565,brand,1037
566,brat,1128
567,bre,3822
568,brea,2935
569,break,1945
570,bri,6656
571,brie,1995
572,brief,1828
573,briefing,907
574,brin,1910
575,bring,1809
576,bro,6235
577,broad,2209
578,brok,1182
579,broke,1180
580,brot,926
581,broth,920
582,brother,901
583,brought,1201
584,bs,9582
585,bsc,562
586,bse,1569
587,bst,1390
588,bt,2061
589,bu,42958
590,bud,1174
591,budge,1051
592,budget,1033
593,bui,4099
594,build,3181
595,building,2055
596,built,915
597,bul,1579
598,bull,720
599,bun,699
600,bur,3639
601,burg,901
602,burn,624
603,bus,7166
604,business,3912
605,bute,1078
606,buy,1503
607,bvi,619
608,ca,151637
609,cab,1289
610,cad,3372
611,cade,3234
612,cal,32807
613,call,14353
614,calle,5568
615,called,5513
616,callin,1186
617,calling,1186
618,calls,1323
619,cam,14075
620,came,5789
621,camp,8131
622,campa,6532
623,campaign,6531
624,cancer,819
625,candi,2654
626,candid,2622
627,candida,2567
628,candidat,2276
629,candidate,2275
630,candidates,850
631,cann,1279
632,cannot,1038
633,cans,5769
634,cant,1610
635,cap,4356
636,capa,744
637,cape,782
638,capita,1313
639,capital,1236
640,capt,999
641,car,13982
642,card,1002
643,care,6048
644,career,1249
645,carr,2259
646,carrie,1068
647,carried,736
648,carry,1100
649,cars,833
650,cas,9817
651,case,5320
652,cases,1642
653,cash,494
654,casi,740
655,cast,2397
656,cat,12100
657,cate,4385
658,cation,5537
659,cause,10534
660,caused,644
661,cc,21531
662,cca,838
663,cci,836
664,ccording,5161
665,ce,162369
666,cea,980
667,ced,10432
668,cede,778
669,cee,1137
670,cef,482
671,cei,3067
672,ceived,1681
673,cele,2084
674,celeb,1480
675,celebra,981
676,cell,1426
677,cem,3605
678,cement,2576
679,cen,19041
680,cene,1001
681,cent,16409
682,center,1739
683,central,775
684,century,535
685,cep,3457
686,cept,3287
687,cern,2551
688,cert,2854
689,certain,2145
690,certainly,611
691,ces,21370
692,cess,7510
693,cessi,908
694,ch,127301
695,cha,23729
696,chae,1786
697,chai,2158
698,chair,1729
699,chairman,1161
700,chal,1912
701,challenge,1572
702,cham,1115
703,chan,8357
704,chance,1255
705,chang,5958
706,change,5490
707,changed,959
708,changes,1203
709,char,6088
710,character,1177
711,chard,878
712,charge,2815
713,charged,880
714,charges,1134
715,chas,763
716,che,17393
717,check,1302
718,chem,944
719,chemi,551
720,chen,671
721,cher,2699
722,chers,1253
723,chest,820
724,chi,15173
725,chief,2824
726,child,4532
727,children,3164
728,chin,3662
729,chine,641
730,ching,2563
731,cho,10670
732,choi,1318
733,choice,1195
734,chol,1295
735,choo,5735
736,chose,655
737,chu,2339
738,church,816
739,ci,72014
740,cia,23523
741,cial,18483
742,cials,5739
743,cid,4121
744,cide,3766
745,cided,1166
746,cie,7249
747,cien,3230
748,cientist,959
749,cil,2376
750,cine,584
751,cio,1550
752,cious,957
753,cip,3031
754,cir,1258
755,circ,1239
756,cis,7455
757,cism,1406
758,cit,10270
759,cite,1100
760,cited,799
761,citi,3240
762,cities,1118
763,citiz,1474
764,citizen,1474
765,citizens,1119
766,city,4971
767,civ,2088
768,civil,1942
769,civilian,905
770,civilians,570
771,ck,53339
772,cke,8808
773,cked,3856
774,cker,2079
775,ckin,2898
776,cking,2863
777,cks,6092
778,cl,43269
779,cla,8560
780,claim,3631
781,claimed,1123
782,claims,1055
783,clare,909
784,clas,2586
785,class,2255
786,cle,10676
787,clean,672
788,clear,4839
789,clearly,617
790,cli,5353
791,clima,1308
792,climat,1278
793,climate,1261
794,clin,2441
795,cline,1607
796,clos,4865
797,close,4013
798,closed,846
799,club,996
800,co,185699
801,coal,1064
802,cod,736
803,code,587
804,cog,1061
805,cognize,610
806,col,7769
807,coll,4637
808,collaps,481
809,collect,1378
810,college,1240
811,colo,1210
812,color,634
813,com,48873
814,comb,1217
815,come,10708
816,comes,1987
817,comfort,739
818,comin,2777
819,coming,2776
820,comm,13290
821,comma,945
822,command,922
823,comme,4054
824,commend,700
825,comment,2552
826,comments,983
827,commit,2589
828,committed,637
829,committee,1159
830,common,1126
831,community,1606
832,comp,18546
833,companies,2430
834,company,4676
835,compare,780
836,complain,1244
837,comple,2238
838,complete,1390
839,completely,511
840,complex,696
841,comput,798
842,compute,739
843,computer,732
844,con,57648
845,concern,2422
846,concerne,633
847,concerned,633
848,concerns,988
849,conclu,1139
850,conclude,714
851,condi,1155
852,condition,1141
853,conduct,1200
854,confer,1487
855,conference,1437
856,confide,877
857,confiden,858
858,confirm,1649
859,confirmed,820
860,conflict,1049
861,confront,603
862,cong,1197
863,congres,801
864,congress,801
865,conn,1338
866,connect,1274
867,connection,651
868,cons,12483
869,conserv,2311
870,conserva,2292
871,conservative,2089
872,consider,2670
873,considere,974
874,considered,974
875,consist,616
876,const,2549
877,constitution,577
878,construct,994
879,construction,737
880,consume,967
881,consumer,787
882,cont,14515
883,conta,1613
884,contact,819
885,contain,659
886,conte,2399
887,content,889
888,conti,4421
889,continue,3499
890,continued,1541
891,continues,475
892,contra,1820
893,contract,963
894,contro,3009
895,control,2355
896,convent,888
897,convention,872
898,conversation,1138
899,convict,885
900,coo,2140
901,coop,639
902,cop,1415
903,cor,14194
904,cord,8476
905,cords,871
906,core,1308
907,corp,1158
908,corporate,672
909,correct,698
910,corrupt,620
911,corruptio,468
912,corruption,468
913,cos,2710
914,cost,2332
915,costs,774
916,cot,1861
917,could,10529
918,count,14050
919,counter,1470
920,countrie,2194
921,countries,2194
922,country,6331
923,counts,957
924,coup,1451
925,couple,1046
926,cour,6608
927,courage,973
928,cours,1887
929,course,1871
930,court,3450
931,cov,4496
932,cove,4460
933,cover,4376
934,coverage,959
935,covered,1208
936,cow,723
937,cq,654
938,cr,49194
939,cra,11008
940,crac,1353
941,craft,632
942,crat,7029
943,crats,2967
944,cre,15417
945,crea,7342
946,crease,2276
947,creased,716
948,creasing,1176
949,create,2067
950,created,1009
951,cred,1947
952,credit,991
953,cree,1216
954,creen,933
955,cri,13400
956,crib,2939
957,crim,3835
958,crime,1626
959,crimes,599
960,criminal,1522
961,crip,1054
962,cris,1215
963,crisis,979
964,crit,3877
965,critic,3670
966,critical,822
967,criticism,832
968,criticize,882
969,cro,6274
970,cross,3326
971,crow,1589
972,crowd,1439
973,cru,2467
974,cry,618
975,cs,6719
976,ct,92006
977,cta,1737
978,cte,11195
979,cto,10604
980,ctr,1545
981,cts,5643
982,ctu,5892
983,cu,41701
984,cult,3560
985,cultura,694
986,cultural,692
987,culture,1129
988,cum,2937
989,cup,767
990,cure,895
991,curren,2156
992,current,1820
993,currently,534
994,cus,9213
995,cuse,2551
996,cuss,2351
997,custom,1206
998,customer,903
999,cut,8678
1000,cute,559
1001,cy,13476
1002,cyc,690
1003,da,59419
1004,dab,935
1005,dad,409
1006,dai,796
1007,dal,1874
1008,dam,2576
1009,dama,1181
1010,damage,939
1011,dan,4280
1012,dance,970
1013,dang,1358
1014,danger,1313
1015,dangerous,679
1016,dar,2888
1017,dark,667
1018,das,377
1019,dat,8204
1020,data,1766
1021,date,4288
1022,dates,1284
1023,dati,1921
1024,daughter,1364
1025,day,29093
1026,days,3975
1027,db,748
1028,dc,1558
1029,ddr,1678
1030,de,217899
1031,dea,10336
1032,dead,1483
1033,deal,3993
1034,deals,682
1035,death,2229
1036,deb,2687
1037,deba,1750
1038,debat,1687
1039,debate,1600
1040,debt,454
1041,dec,11554
1042,decade,2092
1043,decades,1354
1044,decide,1673
1045,decided,1112
1046,decision,3002
1047,declare,893
1048,declared,711
1049,decline,1471
1050,declined,1049
1051,ded,22242
1052,dee,2908
1053,deed,543
1054,deep,1756
1055,def,6334
1056,defeat,731
1057,defen,2965
1058,defend,1571
1059,defens,1361
1060,defense,1122
1061,degree,701
1062,del,6973
1063,dele,964
1064,deli,2699
1065,deliver,1322
1066,dem,5640
1067,demand,1336
1068,demi,742
1069,demo,2063
1070,democracy,458
1071,demon,873
1072,demons,802
1073,den,38603
1074,dence,3020
1075,dency,1019
1076,deni,1113
1077,dent,28543
1078,dential,3112
1079,dents,4257
1080,deo,3080
1081,dep,6494
1082,depa,1463
1083,depart,1462
1084,department,993
1085,depend,1861
1086,dependent,983
1087,depo,992
1088,der,45545
1089,dera,5803
1090,deri,1295
1091,dern,918
1092,des,16568
1093,desc,2935
1094,describe,2124
1095,described,1594
1096,dese,566
1097,desi,2121
1098,design,1629
1099,designe,836
1100,despite,993
1101,destroy,670
1102,det,4480
1103,detai,1976
1104,detail,1433
1105,details,797
1106,deter,1446
1107,determine,914
1108,dev,3988
1109,deve,2262
1110,develop,2260
1111,develope,733
1112,development,880
1113,devi,980
1114,devic,728
1115,device,728
1116,df,980
1117,dg,9716
1118,dh,857
1119,di,123429
1120,dia,9728
1121,dian,1929
1122,dic,8556
1123,dicta,537
1124,die,6632
1125,died,1752
1126,dier,802
1127,dies,1866
1128,diff,4840
1129,differ,3422
1130,difference,766
1131,different,2529
1132,difficult,1374
1133,dig,1222
1134,dim,843
1135,din,33629
1136,dina,1461
1137,dinar,609
1138,ding,30580
1139,dio,2260
1140,dip,979
1141,diplo,865
1142,diploma,865
1143,dir,5796
1144,dire,5447
1145,direct,5343
1146,directly,760
1147,directo,2668
1148,director,2668
1149,dis,19606
1150,disa,2241
1151,disc,5659
1152,disco,1404
1153,discover,861
1154,discus,2149
1155,discuss,2146
1156,discussion,757
1157,diseas,582
1158,disease,582
1159,dish,942
1160,diss,587
1161,district,1032
1162,dit,7936
1163,div,4253
1164,dive,1046
1165,diver,867
1166,divers,725
1167,dl,10258
1168,dm,8902
1169,dma,951
1170,dman,669
1171,dn,7475
1172,doc,3598
1173,doctor,1112
1174,docu,2094
1175,document,2091
1176,documents,908
1177,doe,4468
1178,dog,1373
1179,doi,2198
1180,doin,2192
1181,dol,1703
1182,doll,1218
1183,dollar,1179
1184,dollars,969
1185,dom,3397
1186,dome,632
1187,dona,701
1188,donat,647
1189,done,2325
1190,doo,1331
1191,door,1181
1192,dor,2424
1193,dorse,644
1194,dos,530
1195,doubt,782
1196,dow,8138
1197,doze,1142
1198,dozen,1112
1199,dr,23787
1200,dra,4342
1201,draw,1759
1202,dre,9316
1203,dred,1359
1204,dress,2409
1205,drew,1068
1206,drin,635
1207,drive,2035
1208,driver,982
1209,dro,2931
1210,drop,1295
1211,dropp,665
1212,drug,1889
1213,drugs,665
1214,ds,29140
1215,dso,947
1216,dt,702
1217,du,25572
1218,dual,1649
1219,duc,9484
1220,duca,1814
1221,ducati,1541
1222,duce,2954
1223,duct,4107
1224,ducts,630
1225,due,876
1226,dum,784
1227,dur,5995
1228,dus,2393
1229,dust,2279
1230,dv,6994
1231,dw,2357
1232,dwa,1021
1233,dy,12665
1234,ea,204335
1235,ead,25772
1236,eady,3387
1237,eaker,1191
1238,eakin,1642
1239,ealing,973
1240,eally,3162
1241,ear,53744
1242,eared,2059
1243,earl,6940
1244,earlier,1307
1245,early,5288
1246,earn,2713
1247,earned,1094
1248,ears,11792
1249,earth,480
1250,eas,23647
1251,ease,7108
1252,eased,2716
1253,eases,654
1254,easing,1438
1255,eason,3975
1256,east,4252
1257,easy,819
1258,eat,24866
1259,eaten,1097
1260,eater,1441
1261,eating,1527
1262,eats,1252
1263,eau,1967
1264,eb,14337
1265,eba,2706
1266,ebe,1268
1267,eboo,2054
1268,ebook,2006
1269,ebt,465
1270,ebu,1239
1271,ec,127542
1272,ecause,8829
1273,ecently,1849
1274,eco,16601
1275,econ,6991
1276,econo,3817
1277,econom,3817
1278,economic,2022
1279,economy,1327
1280,ect,41304
1281,ection,9374
1282,ector,4483
1283,ed,354369
1284,ede,8539
1285,eden,854
1286,eder,4821
1287,edge,2700
1288,edged,964
1289,edi,15703
1290,edict,973
1291,edit,2872
1292,editor,1071
1293,edl,2327
1294,edo,1860
1295,edom,1292
1296,eds,2881
1297,edu,4420
1298,educ,2916
1299,education,1123
1300,edy,1144
1301,ee,113708
1302,eec,2584
1303,eek,10724
1304,eeking,785
1305,eeks,2146
1306,eel,4495
1307,een,29906
1308,ef,45869
1309,efe,8147
1310,eff,6796
1311,effect,2290
1312,effective,931
